2.00002526	0.480526932
2.09998683	0.32665109
2.20000133	0.217934375
2.30001582	0.141838716
2.39997739	0.089175647
2.49999189	0.053246297
2.60000638	0.02917468
2.70002087	0.01341962
2.79998244	0.003421135
2.89999694	-0.002655938
3.00001143	-0.006113446
3.10002592	-0.00785992
3.1999875	-0.008519642
3.30000199	-0.008514426
3.40001648	-0.008122324
3.49997806	-0.007524351
3.59999255	-0.006834542
3.70000704	-0.006126569
3.80002153	-0.005442641
3.89998311	-0.004806642
3.9999976	-0.004229752
4.10001209	-0.003715364
4.19997367	-0.003260782
4.29998816	-0.002862404
4.40000265	-0.002515103
4.50001714	-0.00221246
4.59997872	-0.001949154
4.69999321	-0.001720067
4.8000077	-0.00152065
4.9000222	-0.001346903
4.99998377	-0.001195353
5.09999826	-0.001063004
5.20001276	-0.000947262
5.29997433	-0.000845893
5.39998882	-0.000756965
5.50000331	-0.000678808
5.60001781	-0.000609632
5.69997938	-0.000548889
5.79999387	-0.000495153
5.90000837	-0.000447498
6.00002286	-0.000405136
6.09998443	-0.000367385
6.19999893	-0.000333663
6.30001342	-0.000303465
6.39997499	-0.000276752
6.49998948	-0.000252386
6.60000398	-0.000230426
6.70001847	-0.000210607
6.79998004	-0.000192681
6.89999454	-0.000176444
7.00000903	-0.000161713
7.10002352	-0.000148329
7.1999851	-0.000136151
7.29999959	-0.000125053
7.40001408	-0.000114925
7.49997566	-0.000105675
7.59999015	-9.72105E-05
7.70000464	-8.94583E-05
7.80001913	-8.23496E-05
7.89998071	-7.58241E-05
7.9999952	-6.98256E-05
8.10000969	-6.43032E-05
8.20002418	-5.92153E-05
8.29998576	-5.45241E-05
8.40000025	-5.0194E-05
8.50001474	-4.61927E-05
8.59997632	-4.2492E-05
8.69999081	-3.906E-05
8.8000053	-3.58876E-05
8.9000198	-3.29389E-05
8.99998137	-3.02027E-05
9.09999586	-2.76602E-05
9.20001035	-2.52941E-05
9.30002485	-2.30951E-05
9.39998642	-2.10408E-05
9.50000091	-1.9132E-05
9.60001541	-1.73453E-05
9.69997698	-1.56793E-05
9.79999147	-1.41227E-05
9.90000597	-1.26647E-05
10.00002046	-1.13021E-05
10.09998203	-1.00262E-05
10.19999653	-8.82573E-06
10.30001102	-7.70812E-06
10.40002551	-6.65548E-06
10.49998708	-5.66711E-06
10.60000158	-4.73864E-06
10.70001607	-3.86563E-06
10.79997764	-3.04958E-06
10.89999214	-2.27563E-06
11.00000663	-1.54649E-06
11.10002112	-8.59165E-07
11.1999827	-2.13644E-07
11.29999719	3.97017E-07
11.40001168	0
