R			HF		SAPT0		SAPT2		SAPT2+	SAPT2+(3)	SAPT2+3	SAPT2+(CCD)	SAPT2+(3)(CCD)	SAPT2+3(CCD)
3.2	856.9525149	574.9453985	626.4932861	654.6073762	651.1824537	625.8885236	668.5423301	665.1174076	639.8234772
3.3	559.4393093	342.6232833	382.5838461	402.6408439	399.9536625	384.7210286	413.2771096	410.5899282	395.3572942
3.4	365.3027002	197.2965437	228.0453998	242.5466983	240.2234391	230.9118173	250.7819142	248.4586550	239.1470332
3.5	239.1068082	107.9861229	131.7179981	142.3610696	140.2348272	134.4655450	148.8193471	146.6931045	140.9238223
3.6	157.2578474	54.2295527	72.6891176	80.6279951	78.6337628	75.0179758	85.7509181	83.7566856	80.1408988
3.7	104.1517603	22.6638719	37.1540798	43.1763981	41.2969457	39.0088523	47.2817887	45.4023365	43.1142432
3.8	69.5703476	4.6998720	16.1744137	20.8208000	19.0587186	17.5985424	24.1411009	22.3790194	20.9188433
3.9	46.9104254	-5.0666822	4.0929231	7.7372008	6.1004520	5.1611980	10.4449268	8.8081777	7.8689238
4.0	31.9507398	-9.9660837	-2.5988946	0.3040994	-1.2008339	-1.8098699	2.5290097	1.0240765	0.4150405
4.1	22.0001312	-12.0225928	-6.0520521	-3.7064048	-5.0770133	-5.4752679	-1.8655183	-3.2361265	-3.6343811
4.2	15.3341238	-12.4587132	-7.5816773	-5.6620480	-6.9000772	-7.1628364	-4.1291369	-5.3671663	-5.6299253
4.3	10.8380229	-12.0095760	-7.9924935	-6.4037984	-7.5145604	-7.6895639	-5.1197357	-6.2304977	-6.4055016
4.4	7.7836286	-11.1152026	-7.7778064	-6.4501443	-7.4415108	-7.5592230	-5.3685421	-6.3599089	-6.4776207
4.5	5.6887775	-10.0381077	-7.2412355	-6.1223827	-7.0037970	-7.0837903	-5.2065499	-6.0879644	-6.1679575
4.6	4.2307214	-8.9329638	-6.5691286	-5.6194230	-6.4010694	-6.4560119	-4.8401234	-5.6217697	-5.6767123
4.7	3.1945597	-7.8855285	-5.8715263	-5.0603577	-5.7525297	-5.7906829	-4.3941375	-5.0863095	-5.1244629
4.8	2.4410429	-6.9353886	-5.2065352	-4.5099204	-5.1225690	-5.1493630	-3.9378484	-4.5504967	-4.5772907
4.9	1.8827178	-6.0927277	-4.5984282	-3.9973140	-4.5397493	-4.5587815	-3.5040195	-4.0464548	-4.0654872
5.0	1.4647850	-5.3521439	-4.0525224	-3.5315865	-4.0123072	-4.0259814	-3.1045232	-3.5852439	-3.5989181
5.1	1.1511611	-4.7025787	-3.5659385	-3.1127272	-3.5393505	-3.5492864	-2.7416002	-3.1682235	-3.1781594
5.2	0.9161139	-4.1326580	-3.1335727	-2.7378703	-3.1171330	-3.1244324	-2.4141907	-2.7934534	-2.8007528
5.3	0.7401770	-3.6324869	-2.7503668	-2.4037290	-2.7415340	-2.7469534	-2.1204635	-2.4582685	-2.4636880
5.4	0.6084227	-3.1936384	-2.4116554	-2.1070543	-2.4085424	-2.4126064	-1.8583489	-2.1598373	-2.1639013
5.5	0.5096034	-2.8086833	-2.1129594	-1.8445116	-2.1141447	-2.1172213	-1.6254735	-1.8951063	-1.8981828
5.6	0.4353527	-2.4709776	-1.8499680	-1.6127244	-1.8543676	-1.8567176	-1.4192448	-1.6608877	-1.6632377
5.7	0.3793851	-2.1746790	-1.6187030	-1.4084808	-1.6254827	-1.6272925	-1.2370966	-1.4540988	-1.4559086
5.8	0.3368042	-1.9148357	-1.4157155	-1.2289650	-1.4242302	-1.4256349	-1.0767464	-1.2720115	-1.2734162
5.9	0.3036833	-1.6873391	-1.2381181	-1.0718162	-1.2478674	-1.2489657	-0.9362738	-1.1123250	-1.1134232
6.0	0.2769217	-1.4887003	-1.0834246	-0.9349878	-1.0940215	-1.0948860	-0.8139953	-0.9730290	-0.9738935
6.1	0.2542413	-1.3157699	-0.9493156	-0.8165278	-0.9604617	-0.9611463	-0.7082746	-0.8522088	-0.8528934
6.2	0.2341884	-1.1655099	-0.8334457	-0.7144018	-0.8449126	-0.8454582	-0.6173300	-0.7478408	-0.7483864
6.3	0.2160239	-1.0349262	-0.7334046	-0.6264611	-0.7450184	-0.7454557	-0.5392290	-0.6577863	-0.6582236
6.4	0.1995477	-0.9211029	-0.6467711	-0.5505062	-0.6584010	-0.6587531	-0.4719553	-0.5798502	-0.5802020
6.5	0.1848536	-0.8213347	-0.5712630	-0.4844437	-0.5828102	-0.5830954	-0.4135705	-0.5119370	-0.5122222
6.6	0.1720775	-0.7332887	-0.5049097	-0.4264638	-0.5163017	-0.5165336	-0.3623968	-0.4522344	-0.4524662
6.7	0.1612811	-0.6550486	-0.4461075	-0.3751007	-0.4572906	-0.4574799	-0.3170806	-0.3992701	-0.3994598
6.8	0.1523436	-0.5851626	-0.3936749	-0.3292906	-0.4046101	-0.4047655	-0.2766542	-0.3519737	-0.3521294
6.9	0.1449978	-0.5225614	-0.3467766	-0.2882993	-0.3574361	-0.3575643	-0.2404669	-0.3096037	-0.3097316
7.0	0.1388658	-0.4664823	-0.3048531	-0.2516554	-0.3152182	-0.3153241	-0.2081177	-0.2716802	-0.2717861
7.1	0.1335408	-0.4163559	-0.2675120	-0.2190417	-0.2775699	-0.2776578	-0.1793506	-0.2378788	-0.2379667
7.2	0.1286449	-0.3717216	-0.2344474	-0.1902177	-0.2441907	-0.2442639	-0.1539787	-0.2079517	-0.2080249
7.3	0.1238761	-0.3321608	-0.2053748	-0.1649558	-0.2147997	-0.2148609	-0.1318234	-0.1816671	-0.1817283
7.4	0.1190257	-0.2972590	-0.1799977	-0.1430090	-0.1891040	-0.1891551	-0.1126710	-0.1587660	-0.1588174
7.5	0.1139842	-0.2665863	-0.1579894	-0.1240935	-0.1667787	-0.1668219	-0.0962764	-0.1389615	-0.1390048
7.6	0.1087299	-0.2396968	-0.1389950	-0.1078918	-0.1474708	-0.1475073	-0.0823523	-0.1219316	-0.1219677
7.7	0.1032923	-0.2161537	-0.1226570	-0.0940799	-0.1308248	-0.1308555	-0.0706013	-0.1073465	-0.1073773
7.8	0.0977384	-0.1955354	-0.1086241	-0.0823352	-0.1164904	-0.1165165	-0.0607247	-0.0948799	-0.0949060
7.9	0.0921615	-0.1774379	-0.0965548	-0.0723412	-0.1041263	-0.1041486	-0.0524263	-0.0842114	-0.0842334
8.0	0.0866495	-0.1615016	-0.0861439	-0.0638162	-0.0934290	-0.0934480	-0.0454422	-0.0750548	-0.0750738
8.1	0.0812777	-0.1474126	-0.0771269	-0.0565143	-0.0841336	-0.0841499	-0.0395428	-0.0671621	-0.0671781
8.2	0.0761106	-0.1348962	-0.0692721	-0.0502219	-0.0760093	-0.0760232	-0.0345285	-0.0603160	-0.0603298
8.3	0.0711964	-0.1237191	-0.0623854	-0.0447600	-0.0688617	-0.0688737	-0.0302332	-0.0543349	-0.0543469
8.4	0.0665613	-0.1136919	-0.0563113	-0.0399874	-0.0625361	-0.0625465	-0.0265262	-0.0490749	-0.0490853
8.5	0.0622197	-0.1046556	-0.0509215	-0.0357873	-0.0569037	-0.0569126	-0.0233011	-0.0444177	-0.0444264
8.6	0.0581752	-0.0964777	-0.0461116	-0.0320667	-0.0518603	-0.0518682	-0.0204736	-0.0402674	-0.0402750
8.7	0.0544195	-0.0890537	-0.0418016	-0.0287548	-0.0473258	-0.0473323	-0.0179807	-0.0365514	-0.0365582
