2.5	89.69421338	79.13020406	77.05860026
2.6	62.03355419	53.8197934	52.18928637
2.7	42.29304478	36.00449047	34.72201724
2.8	28.31727026	23.5838474	22.57348815
2.9	18.51626856	15.01742688	14.220405
3.0	11.71722841	9.184935618	8.554991732
3.1	7.059725357	5.276290266	4.776416866
3.2	3.918441456	2.708350542	2.309703547
3.3	1.842211712	1.064509929	0.744503877
3.4	0.508308933	0.04979686	-0.20871143
3.5	-0.314563772	-0.54286741	-0.753483638
3.6	-0.790491141	-0.858247524	-1.030767794
3.7	-1.03593796	-0.995120861	-1.137708592
3.8	-1.131994198	-1.02097169	-1.139885504
3.9	-1.134987452	-0.981515162	-1.081108882
4.0	-1.082741566	-0.906411701	-0.99022281
4.1	-1.001107369	-0.8149814	-0.885731037
4.2	-0.905867473	-0.718925162	-0.778790239
4.3	-0.807362208	-0.625590063	-0.675931151
4.4	-0.711850198	-0.5387857	-0.581235483
4.5	-0.622596809	-0.460416871	-0.496063804
4.6	-0.54150684	-0.391027804	-0.420688229
4.7	-0.468308177	-0.33007427	-0.355108757
4.8	-0.403817161	-0.277284156	-0.298509047
4.9	-0.346945337	-0.231841119	-0.250072757
5.0	-0.297692705	-0.192928819	-0.20871143
5.1	-0.254698695	-0.159730912	-0.173608726
5.2	-0.217691192	-0.131431057	-0.143948301
5.3	-0.186125969	-0.107485026	-0.119185928
5.4	-0.158642456	-0.087348591	-0.097961036
5.5	-0.135240653	-0.070477523	-0.080273627
5.6	-0.115376332	-0.056055482	-0.065307358
5.7	-0.09823315	-0.044082466	-0.052790114
5.8	-0.083538995	-0.034014249	-0.042449782
5.9	-0.071021751	-0.025578715	-0.033742135
6.0	-0.060137192	-0.018503751	-0.026122943
6.1	-0.05115743	-0.012789358	-0.020136435
6.2	-0.04299401	-0.007891306	-0.014966269
6.3	-0.036463275	-0.003809596	-0.010612446
6.4	-0.030476767	-0.000272114	-0.007074964
6.5	-0.025578715	0.002449026	-0.00408171
6.6	-0.021224891	0.004625938	-0.001632684
6.7	-0.017415295	0.006530736	0.000272114
6.8	-0.014422041	0.00816342	0.001904798
6.9	-0.011428788	0.009251876	0.003265368
7.0	-0.009251876	0.010340332	0.004353824
7.1	-0.007074964	0.01088456	0.005170166
7.2	-0.00544228	0.011428788	0.005714394
7.3	-0.003809596	0.011973016	0.006258622
7.4	-0.00272114	0.01224513	0.006530736
7.5	-0.001632684	0.012517244	0.00680285
7.6	-0.000544228	0.012517244	0.007074964
7.7	0.000272114	0.012517244	0.007074964
7.8	0.000816342	0.012517244	0.007074964
7.9	0.001632684	0.012517244	0.007074964
8.0	0.001904798	0.01224513	0.007074964
8.1	0.002449026	0.011973016	0.007074964
8.2	0.00272114	0.011973016	0.00680285
8.3	0.002993254	0.011700902	0.00680285
8.4	0.003265368	0.011428788	0.006530736
8.5	0.003537482	0.011156674	0.006258622
8.6	0.003537482	0.011156674	0.005986508
8.7	0.003809596	0.01088456	0.005986508
8.8	0.003809596	0.010612446	0.005714394
8.9	0.003809596	0.010340332	0.00544228
9.0	0.00408171	0.010068218	0.005170166
9.1	0.00408171	0.009796104	0.004898052
9.2	0.00408171	0.00952399	0.004898052
9.3	0.00408171	0.009251876	0.004625938
9.4	0.00408171	0.008979762	0.004353824
9.5	0.00408171	0.008707648	0.00408171
9.6	0.003809596	0.008707648	0.003809596
9.7	0.003809596	0.008435534	0.003809596
9.8	0.003809596	0.00816342	0.003537482
9.9	0.003809596	0.007891306	0.003265368
10.0	0.003809596	0.007891306	0.003265368
10.1	0.003537482	0.007619192	0.002993254
10.2	0.003537482	0.007347078	0.00272114
10.3	0.003537482	0.007074964	0.00272114
10.4	0.003537482	0.007074964	0.002449026
10.5	0.003537482	0.00680285	0.002176912
