2.5	50.7329323	39.53653006	37.55118639
2.6	34.16255087	25.64102916	24.01161059
2.7	22.50192218	16.04928313	14.72109475
2.8	14.39809544	9.513377204	8.4396154
2.9	8.842616219	5.130437167	4.270012731
3.0	5.091524867	2.251199039	1.568192924
3.1	2.60385877	0.412524809	-0.125988777
3.2	0.989950696	-0.714843452	-1.136620136
3.3	-0.025850829	-1.362474748	-1.691460562
3.4	-0.637563079	-1.692821132	-1.948880396
3.5	-0.979882478	-1.817993567	-2.017453122
3.6	-1.146144126	-1.814728199	-1.970105288
3.7	-1.199206354	-1.735270914	-1.856905868
3.8	-1.182607401	-1.613908075	-1.709692199
3.9	-1.124919235	-1.473225142	-1.549417059
4.0	-1.045189836	-1.327644157	-1.388597691
4.1	-0.955936447	-1.18532854	-1.234853287
4.2	-0.86477826	-1.051992685	-1.092265556
4.3	-0.776613327	-0.929269276	-0.963011411
4.4	-0.693618561	-0.818790996	-0.847090851
4.5	-0.617426643	-0.720285732	-0.744231763
4.6	-0.548853918	-0.632937141	-0.653617804
4.7	-0.487084042	-0.55647311	-0.574160519
4.8	-0.432117016	-0.489260954	-0.504771451
4.9	-0.383408612	-0.430484332	-0.444362146
5.0	-0.340414601	-0.379326902	-0.391844146
5.1	-0.302590757	-0.334972322	-0.345856881
5.2	-0.269120736	-0.296060021	-0.305856125
5.3	-0.239732425	-0.262045772	-0.271025534
5.4	-0.213881596	-0.232385347	-0.240820881
5.5	-0.191024021	-0.206534518	-0.21415371
5.6	-0.170887586	-0.183949057	-0.191024021
5.7	-0.153200176	-0.164084736	-0.170615472
5.8	-0.137689679	-0.146669441	-0.152928062
5.9	-0.123539751	-0.131158943	-0.137145451
6.0	-0.111294622	-0.117553244	-0.123267637
6.1	-0.100410062	-0.105580228	-0.111022508
6.2	-0.090613959	-0.094967783	-0.100410062
6.3	-0.081906311	-0.085443793	-0.090613959
6.4	-0.074287119	-0.077008259	-0.082178425
6.5	-0.06748427	-0.069661181	-0.074559233
6.6	-0.061225648	-0.062858332	-0.067756384
6.7	-0.055783368	-0.057143938	-0.061769876
6.8	-0.050613202	-0.051701658	-0.056327596
6.9	-0.046259378	-0.046803606	-0.051701658
7.0	-0.042177668	-0.042721896	-0.047347834
7.1	-0.038640187	-0.038640187	-0.043266124
7.2	-0.035374819	-0.035374819	-0.039728643
7.3	-0.032381565	-0.032109451	-0.036735389
7.4	-0.029660425	-0.029388311	-0.033742135
7.5	-0.027211399	-0.026667171	-0.031293109
7.6	-0.025034487	-0.024490259	-0.028844083
7.7	-0.022857575	-0.022313347	-0.026667171
7.8	-0.021224891	-0.020408549	-0.024762373
7.9	-0.019320093	-0.018503751	-0.023129689
8.0	-0.017959523	-0.017143181	-0.021497005
8.1	-0.016598953	-0.015510497	-0.019864321
8.2	-0.015238383	-0.014149927	-0.018775865
8.3	-0.014149927	-0.013061472	-0.017415295
8.4	-0.013061472	-0.011973016	-0.016326839
8.5	-0.011973016	-0.01088456	-0.015238383
8.6	-0.011156674	-0.010068218	-0.014422041
8.7	-0.010340332	-0.009251876	-0.0136057
8.8	-0.00952399	-0.008435534	-0.012789358
8.9	-0.008979762	-0.007619192	-0.011973016
9.0	-0.00816342	-0.007074964	-0.011428788
9.1	-0.007619192	-0.006258622	-0.01088456
9.2	-0.007074964	-0.005714394	-0.010340332
9.3	-0.006530736	-0.005170166	-0.009796104
9.4	-0.006258622	-0.004898052	-0.009251876
9.5	-0.005714394	-0.004353824	-0.008707648
9.6	-0.005170166	-0.00408171	-0.008435534
9.7	-0.004898052	-0.003537482	-0.007891306
9.8	-0.004625938	-0.003265368	-0.007619192
9.9	-0.004353824	-0.002993254	-0.007347078
10.0	-0.00408171	-0.00272114	-0.007074964
10.1	-0.003809596	-0.002449026	-0.00680285
10.2	-0.003537482	-0.002176912	-0.006530736
10.3	-0.003265368	-0.001904798	-0.006258622
10.4	-0.002993254	-0.001632684	-0.005986508
10.5	-0.00272114	-0.00136057	-0.005714394
