2.5	54.31558509	42.1806617	40.4222611
2.6	36.40667495	26.91098516	25.48728476
2.7	23.74902059	16.40738514	15.25334971
2.8	14.91565625	9.290787961	8.355804291
2.9	8.842888333	4.559269902	3.803065124
3.0	4.742946846	1.490368323	0.880560872
3.1	2.036773215	-0.43238913	-0.92273854
3.2	0.302590757	-1.57608423	-1.969016832
3.3	-0.763551856	-2.198681039	-2.512156356
3.4	-1.377985245	-2.480046905	-2.72930332
3.5	-1.693093246	-2.54453792	-2.742092677
3.6	-1.814728199	-2.476237309	-2.632158625
3.7	-1.814456085	-2.33174478	-2.454740304
3.8	-1.74180165	-2.148612065	-2.244940417
3.9	-1.628874344	-1.95051308	-2.02616077
4.0	-1.496626945	-1.752414096	-1.811734945
4.1	-1.358665152	-1.563294873	-1.609554251
4.2	-1.223152385	-1.387509235	-1.423700396
4.3	-1.094714582	-1.227506209	-1.256078178
4.4	-0.975800768	-1.083830022	-1.106415483
4.5	-0.8674994	-0.955936447	-0.974168084
4.6	-0.770082592	-0.842737027	-0.857703296
4.7	-0.683550343	-0.743143307	-0.75566055
4.8	-0.60626997	-0.65606683	-0.666407162
4.9	-0.538241472	-0.579602799	-0.58858256
5.0	-0.47810428	-0.512662757	-0.520554063
5.1	-0.425042052	-0.454158249	-0.461233213
5.2	-0.37851056	-0.403272933	-0.409531555
5.3	-0.337693462	-0.358374125	-0.364360633
5.4	-0.301502301	-0.31918971	-0.324904104
5.5	-0.269937078	-0.284903348	-0.290073513
5.6	-0.241909337	-0.254698695	-0.25986886
5.7	-0.217419078	-0.228031524	-0.232929575
5.8	-0.195377845	-0.20462972	-0.209527772
5.9	-0.176057752	-0.183949057	-0.188574995
6.0	-0.15891457	-0.16571742	-0.170343358
6.1	-0.143948301	-0.149390581	-0.154016518
6.2	-0.130342601	-0.134968539	-0.139322363
6.3	-0.118097472	-0.122179182	-0.126533005
6.4	-0.107485026	-0.110750394	-0.115104218
6.5	-0.097688922	-0.100410062	-0.104763886
6.6	-0.088981275	-0.091430301	-0.095784124
6.7	-0.081362083	-0.083266881	-0.087348591
6.8	-0.074287119	-0.075919803	-0.080001513
6.9	-0.068028497	-0.069116953	-0.073470777
7.0	-0.062314104	-0.063130446	-0.06748427
7.1	-0.057143938	-0.05796028	-0.06204199
7.2	-0.052518	-0.053062228	-0.057143938
7.3	-0.048164176	-0.04843629	-0.052790114
7.4	-0.04435458	-0.044626694	-0.048708404
7.5	-0.040817099	-0.040817099	-0.045170922
7.6	-0.037823845	-0.037551731	-0.041905554
7.7	-0.034830591	-0.034558477	-0.038912301
7.8	-0.032109451	-0.031837337	-0.036191161
7.9	-0.029660425	-0.029388311	-0.033742135
8.0	-0.027483513	-0.027211399	-0.031293109
8.1	-0.025578715	-0.025034487	-0.029388311
8.2	-0.023673917	-0.023129689	-0.027483513
8.3	-0.022041233	-0.021224891	-0.025578715
8.4	-0.020408549	-0.019592207	-0.023946031
8.5	-0.019047979	-0.018231637	-0.022585461
8.6	-0.017687409	-0.016871067	-0.021224891
8.7	-0.016326839	-0.015510497	-0.019864321
8.8	-0.015238383	-0.014422041	-0.018775865
8.9	-0.014422041	-0.013333586	-0.017687409
9.0	-0.013333586	-0.012517244	-0.016598953
9.1	-0.012517244	-0.011428788	-0.015782611
9.2	-0.011700902	-0.010612446	-0.014966269
9.3	-0.01088456	-0.009796104	-0.014149927
9.4	-0.010068218	-0.009251876	-0.013333586
9.5	-0.00952399	-0.008435534	-0.012789358
9.6	-0.008979762	-0.007891306	-0.01224513
9.7	-0.008435534	-0.007347078	-0.011700902
9.8	-0.007891306	-0.00680285	-0.011156674
9.9	-0.007347078	-0.006258622	-0.010612446
10.0	-0.00680285	-0.005714394	-0.010068218
10.1	-0.006530736	-0.00544228	-0.00952399
10.2	-0.005986508	-0.004898052	-0.009251876
10.3	-0.005714394	-0.004625938	-0.008979762
10.4	-0.00544228	-0.00408171	-0.008435534
10.5	-0.004898052	-0.003809596	-0.00816342
