2.30001582	4337.677726
2.39997739	2981.489266
2.49999189	2014.279068
2.60000638	1332.339353
2.70002087	857.4051539
2.79998244	531.2099757
2.89999694	310.7991784
3.00001143	164.7531009
3.10002592	70.32935309
3.1999875	11.2347635
3.30000199	-24.0716213
3.40001648	-43.64755745
3.49997806	-53.06382598
3.59999255	-56.09862069
3.70000704	-55.28264148
3.80002153	-52.27944277
3.89998311	-48.16983981
3.9999976	-43.62718502
4.10001209	-39.0588601
4.19997367	-34.69941888
4.29998816	-30.67590047
4.40000265	-27.03453322
4.50001714	-23.78613132
4.59997872	-20.91544657
4.69999321	-18.39442717
4.8000077	-16.18960789
4.9000222	-14.26639872
4.99998377	-12.59138576
5.09999826	-11.13026573
5.20001276	-9.858344623
5.29997433	-8.747351256
5.39998882	-7.777290997
5.50000331	-6.929903047
5.60001781	-6.188463117
5.69997938	-5.53616355
5.79999387	-4.962075455
5.90000837	-4.459799577
6.00002286	-4.012777105
6.09998443	-3.617336479
6.19999893	-3.266182633
6.30001342	-2.954071548
6.39997499	-2.675724732
6.49998948	-2.427254672
6.60000398	-2.204869962
6.70001847	-2.005523795
6.79998004	-1.826393789
6.89999454	-1.665232784
7.00000903	-1.519882836
7.10002352	-1.388677747
7.1999851	-1.26995632
7.29999959	-1.162372103
7.40001408	-1.064805806
7.49997566	-0.976100717
7.59999015	-0.895353079
7.70000464	-0.821764452
7.80001913	-0.754606134
7.89998071	-0.693238532
7.9999952	-0.637044472
8.10000969	-0.585596576
8.20002418	-0.538393833
8.29998576	-0.495009654
8.40000025	-0.455158084
8.50001474	-0.418433535
8.59997632	-0.384604634
8.69999081	-0.35341111
8.8000053	-0.324587116
8.9000198	-0.297923593
8.99998137	-0.273308329
9.09999586	-0.250486266
9.20001035	-0.229276924
9.30002485	-0.209634725
9.39998642	-0.191394822
9.50000091	-0.174450107
9.60001541	-0.158665841
9.69997698	-0.14400039
9.79999147	-0.130280436
9.90000597	-0.117531346
10.00002046	-0.105599644
10.09998203	-0.094484067
10.19999653	-0.084077822
10.30001102	-0.074352961
10.40002551	-0.065266326
10.49998708	-0.056691072
10.60000158	-0.048755464
10.70001607	-0.041233918
10.79997764	-0.034198279
10.89999214	-0.02759965
11.00000663	-0.021388346
11.10002112	-0.015576419
11.1999827	-0.01002892
11.29999719	-0.004908584
11.40001168	0
