     7.5589   18268.437827   19038.267829   384.915076   384.914926   769.830002
     7.7479   12914.867979   13608.659817   346.895994   346.895844   769.830002
     7.9368    8986.982122    9613.371485   313.194756   313.194607   769.830002
     8.1258    6132.597659    6694.920820   281.161655   281.161506   769.830002
     8.3148    4086.194176    4586.089651   249.947812   249.947663   769.830002
     8.5038    2642.255181    3081.598347   219.671658   219.671508   769.830002
     8.6927    1641.594235    2023.171276   190.788595   190.788446   769.830002
     8.8817     962.094963    1289.757192   163.831189   163.831041   769.830002
     9.0707     511.333279     789.971657   139.319264   139.319114   769.830002
     9.2597     220.369296     455.800687   117.715770   117.715621   769.830002
     9.4486      38.723300     237.353294    99.315072    99.314923   769.830002
     9.6376     -69.713407      98.565066    84.139311    84.139162   769.830002
     9.8266    -130.140307      13.705002    71.922729    71.922580   769.830002
    10.0155    -159.697733     -35.310744    62.193569    62.193420   769.830002
    10.2045    -169.840102     -61.025604    54.407324    54.407174   769.830002
    10.3935    -168.139517     -72.010418    48.064624    48.064475   769.830002
    10.5825    -159.573864     -74.027867    42.773073    42.772924   769.830002
    10.7714    -147.392063     -70.881907    38.255152    38.255003   769.830002
    10.9604    -133.677424     -65.028665    34.324454    34.324305   769.830002
    11.1494    -119.725674     -58.004458    30.860682    30.860533   769.830002
    11.3384    -106.302958     -50.740831    27.781138    27.780989   769.830002
    11.5273     -93.836351     -43.773121    25.031690    25.031541   769.830002
    11.7163     -82.515382     -37.363135    22.576198    22.576049   769.830002
    11.9053     -72.418714     -31.636487    20.391188    20.391039   769.830002
    12.0942     -63.535964     -26.614666    18.460724    18.460575   769.830002
    12.2832     -55.812807     -22.268272    16.772342    16.772193   769.830002
    12.4722     -49.167034     -18.540602    15.313291    15.313141   769.830002
    12.6612     -43.497989     -15.364007    14.067066    14.066917   769.830002
    12.8501     -38.692324     -12.669911    13.011281    13.011132   769.830002
    13.0391     -34.625573     -10.392442    12.116639    12.116491   769.830002
    13.2281     -31.170378      -8.472346    11.349090    11.348942   769.830002
    13.4171     -28.203557      -6.856962    10.673372    10.673223   769.830002
    13.6060     -25.615326      -5.500220    10.057627    10.057479   769.830002
    13.7950     -23.317801      -4.362769     9.477591     9.477442   769.830002
    13.9840     -21.245550      -3.410184     8.917758     8.917609   769.830002
    14.1729     -19.355497      -2.613323     8.371161     8.371013   769.830002
    14.3619     -17.621889      -1.948081     7.836979     7.836830   769.830002
    14.5509     -16.028944      -1.393182     7.317956     7.317807   769.830002
    14.7399     -14.566581      -0.930944     6.817893     6.817744   769.830002
    14.9288     -13.226768      -0.547144     6.339887     6.339737   769.830002
    15.1178     -11.999935      -0.229038     5.885523     5.885374   769.830002
    15.3068     -10.876056       0.033929     5.455066     5.454918   769.830002
    15.4958      -9.844635       0.250359     5.047572     5.047423   769.830002
    15.6847      -8.896395       0.427784     4.662164     4.662015   769.830002
    15.8737      -8.023590       0.572116     4.297927     4.297779   769.830002
    16.0627      -7.220517       0.688857     3.954762     3.954612   769.830002
    16.2516      -6.483891       0.782202     3.633121     3.632971   769.830002
    16.4406      -5.812035       0.856057     3.334121     3.333972   769.830002
    16.6296      -5.203997       0.913415     3.058780     3.058631   769.830002
    16.8186      -4.658987       0.956860     2.807998     2.807848   769.830002
    17.0075      -4.175216       0.988351     2.581858     2.581709   769.830002
    17.1965      -3.749135       1.010205     2.379744     2.379597   769.830002
    17.3855      -3.376293       1.023767     2.200105     2.199955   769.830002
    17.5745      -3.050108       1.030703     2.040480     2.040331   769.830002
    17.7634      -2.764531       1.031564     1.898122     1.897973   769.830002
    17.9524      -2.511937       1.027762     1.769924     1.769775   769.830002
    18.1414      -2.285834       1.019907     1.652945     1.652796   769.830002
    18.3303      -2.080000       1.008889     1.544520     1.544369   769.830002
    18.5193      -1.889885       0.995105     1.442570     1.442420   769.830002
    18.7083      -1.711867       0.979150     1.345583     1.345434   769.830002
    18.8973      -1.543436       0.961560     1.252573     1.252423   769.830002
    19.0862      -1.383260       0.942749     1.163080     1.162930   769.830002
    19.2752      -1.231079       0.922816     1.077022     1.076873   769.830002
    19.4642      -1.086628       0.902255     0.994516     0.994367   769.830002
    19.6532      -0.950397       0.881082     0.915814     0.915665   769.830002
    19.8421      -0.822793       0.859489     0.841216     0.841067   769.830002
    20.0311      -0.703868       0.837807     0.770912     0.770763   769.830002
    20.2201      -0.593775       0.816182     0.705053     0.704904   769.830002
    20.4090      -0.492581       0.794602     0.643666     0.643517   769.830002
    20.5980      -0.400197       0.773019     0.586682     0.586533   769.830002
    20.7870      -0.316127       0.751625     0.533950     0.533801   769.830002
    20.9760      -0.239750       0.730508     0.485202     0.485055   769.830002
    21.1649      -0.170352       0.709922     0.440212     0.440062   769.830002
    21.3539      -0.107691       0.689566     0.398703     0.398554   769.830002
    21.5429      -0.051081       0.669536     0.360383     0.360234   769.830002
    21.7319       0.000233       0.650069     0.324993     0.324843   769.830002
    21.9208       0.046376       0.630875     0.292325     0.292174   769.830002
    22.1098       0.087923       0.612125     0.262176     0.262026   769.830002
