     5.6692     74.012092    350.944359   138.465993   138.466273   276.932266
     5.8582   -241.340145      3.153634   122.246728   122.247051   276.932266
     6.0471   -435.748994   -218.702887   108.522925   108.523182   276.932266
     6.2361   -545.216950   -351.566241    96.825210    96.825500   276.932266
     6.4251   -596.212881   -422.695086    86.758754    86.759041   276.932266
     6.6140   -607.964657   -451.969806    77.997273    77.997578   276.932266
     6.8030   -594.257542   -453.704186    70.276523    70.276832   276.932266
     6.9920   -564.839001   -438.061411    63.388651    63.388939   276.932266
     7.1810   -526.490908   -412.141914    57.174353    57.174641   276.932266
     7.3699   -483.853376   -380.819752    51.516656    51.516967   276.932266
     7.5589   -440.058113   -347.389491    46.334159    46.334463   276.932266
     7.7479   -396.995807   -313.848316    41.573593    41.573898   276.932266
     7.9368   -356.042753   -281.635992    37.203237    37.203523   276.932266
     8.1258   -317.884438   -251.473117    33.205510    33.205811   276.932266
     8.3148   -282.887259   -223.746262    29.570346    29.570651   276.932266
     8.5038   -251.175500   -198.594908    26.290143    26.290449   276.932266
     8.6927   -222.710671   -176.000141    23.355115    23.355414   276.932266
     8.8817   -197.349246   -155.847305    20.750822    20.751119   276.932266
     9.0707   -174.882307   -137.966885    18.457563    18.457859   276.932266
     9.2597   -155.063842   -122.162745    16.450394    16.450703   276.932266
     9.4486   -137.633958   -108.231796    14.700929    14.701232   276.932266
     9.6376   -122.332691    -95.975277    13.178562    13.178851   276.932266
     9.8266   -108.908642    -85.202648    11.852845    11.853150   276.932266
    10.0155    -97.128600    -75.738499    10.694899    10.695203   276.932266
    10.2045    -86.780538    -67.423603     9.678307     9.678628   276.932266
    10.3935    -77.676744    -60.116124     8.780158     8.780462   276.932266
    10.5825    -69.650712    -53.688675     7.980868     7.981169   276.932266
    10.7714    -62.558289    -48.029357     7.264315     7.264617   276.932266
    10.9604    -56.276557    -43.041150     6.617549     6.617859   276.932266
    11.1494    -50.697455    -38.636653     6.030252     6.030550   276.932266
    11.3384    -45.733371    -34.744307     5.494381     5.494683   276.932266
    11.5273    -41.302889    -31.295344     5.003620     5.003926   276.932266
    11.7163    -37.341682    -28.235420     4.552979     4.553283   276.932266
