6.8		5.28	5.61	3.166	6.62
7.1 	5.39	5.36	3.195	6.29
8.1 	6.45	5.53	3.643	6.56
6.59 	5.81	5.14	3.261 	8.13  
8.2 	5.93	5.85	3.485 	12.45
10.7 	6.75	7.38 	3.927 	2.83 
10.9 	6.02	4.95	3.589 	4.20  
10.6 	6.21	5.17	3.628 	5.41  
