0.4	611.44056
0.5	-2761.117679
0.6	-4193.810353
0.7	-4670.900192
0.8	-4655.70152
0.9	-4385.906994
1	-3989.847352
1.1	-3539.947174
1.2	-3078.891942
1.3	-2632.380948
1.4	-2215.852596
1.5	-1838.166383
1.6	-1503.728928
1.7	-1213.821074
1.8	-967.4754543
1.9	-762.0925605
2	-593.9275558
2.1	-458.5300108
2.2	-351.1569734
2.3	-267.1343362
2.4	-202.1262299
2.5	-152.3037343
2.6	-114.4123622
2.7	-85.77206005
2.8	-64.22768246
2.9	-48.0804199
3	-36.00997378
3.1	-27.00435102
3.2	-20.29156335
3.3	-15.28901406
3.4	-11.55887124
3.5	-8.773781375
3.6	-6.690474294
3.7	-5.127993984
3.8	-3.952732322
3.9	-3.066183932
4	-2.395694297
4.1	-1.886840556
4.2	-1.498805564
4.3	-1.202745206
4.4	-0.975257651
4.5	-0.799471813
4.6	-0.662054092
4.7	-0.554024715
4.8	-0.467764482
4.9	-0.397831107
5	-0.340959218
5.1	-0.293883444
5.2	-0.254426871
5.3	-0.221228926
5.4	-0.193201153
5.5	-0.169255095
5.6	-0.148574408
5.7	-0.130886978
5.8	-0.115920692
5.9	-0.102859205
6	-0.091430405
6.1	-0.08163429
6.2	-0.072926632
6.3	-0.065307432
6.4	-0.058776689
6.5	-0.052790174
6.6	-0.047620003
6.7	-0.042994059
6.8	-0.038912345
6.9	-0.035102745
7	-0.031837373
7.1	-0.028844116
7.2	-0.026122973
7.3	-0.023673944
7.4	-0.021224915
7.5	-0.019320115
7.6	-0.017415315
7.7	-0.015782629
7.8	-0.014149944
7.9	-0.012789372
8	-0.011700915
8.1	-0.010612458
8.2	-0.009524
8.3	-0.008435543
8.4	-0.0076192
8.5	-0.006802858
8.6	-0.005986515
8.7	-0.005442286
8.8	-0.004625943
8.9	-0.004081714
9	-0.003537486
9.1	-0.002993257
9.2	-0.002721143
9.3	-0.002176914
9.4	-0.0019048
9.5	-0.001360572
9.6	-0.001088457
9.7	-0.000816343
9.8	-0.000544229
9.9	-0.000272114
10	0
