     5.6692   2622.155634   2938.043994   157.944647   157.943713   315.888360
     5.8582   1561.174891   1834.392315   136.609224   136.608200   315.888360
     6.0471    833.724012   1071.059487   118.668119   118.667357   315.888360
     6.2361    344.608648    551.995316   103.693769   103.692899   315.888360
     6.4251     24.181029    206.677087    91.248455    91.247602   315.888360
     6.6140   -178.114031    -16.323891    80.895465    80.894675   315.888360
     6.8030   -298.689172   -154.236233    72.226935    72.226004   315.888360
     6.9920   -363.563195   -233.796744    64.883667    64.882784   315.888360
     7.1810   -391.177333   -274.044549    58.566807    58.565977   315.888360
     7.3699   -394.482571   -288.409189    53.037104    53.036278   315.888360
     7.5589   -382.489259   -286.268785    48.110686    48.109788   315.888360
     7.7479   -361.364836   -274.064946    43.650380    43.649509   315.888360
     7.9368   -335.305068   -256.189941    39.558022    39.557104   315.888360
     8.1258   -307.102270   -235.563653    35.769762    35.768855   315.888360
     8.3148   -278.578012   -214.083166    32.247868    32.246979   315.888360
     8.5038   -250.891683   -192.941147    28.975708    28.974829   315.888360
     8.6927   -224.747268   -172.848503    25.949815    25.948950   315.888360
     8.8817   -200.538895   -154.192522    23.173624    23.172749   315.888360
     9.0707   -178.451080   -137.149934    20.651013    20.650133   315.888360
     9.2597   -158.522199   -121.759444    18.381820    18.380935   315.888360
     9.4486   -140.696128   -107.976774    16.360119    16.359235   315.888360
     9.6376   -124.853850    -95.707604    14.573565    14.572681   315.888360
     9.8266   -110.842606    -84.833846    13.004825    13.003935   315.888360
    10.0155    -98.489631    -75.224897    11.632814    11.631920   315.888360
    10.2045    -87.620779    -66.751844    10.434911    10.434024   315.888360
    10.3935    -78.063850    -59.287944     9.388400     9.387505   315.888360
    10.5825    -69.661225    -52.718462     8.471828     8.470935   315.888360
    10.7714    -62.266048    -46.935014     7.665961     7.665074   315.888360
    10.9604    -55.749162    -41.844151     6.952949     6.952062   315.888360
    11.1494    -49.994915    -37.359426     6.318189     6.317300   315.888360
    11.3384    -44.899624    -33.401777     5.749368     5.748479   315.888360
    11.5273    -40.378072    -29.906643     5.236160     5.235270   315.888360
    11.7163    -36.359557    -26.819513     4.770467     4.769577   315.888360
    11.9053    -32.776143    -24.085599     4.345716     4.344828   315.888360
    12.0942    -29.570016    -21.658257     3.956323     3.955436   315.888360
    12.2832    -26.701058    -19.503892     3.599026     3.598141   315.888360
    12.4722    -24.127768    -17.588002     3.270325     3.269440   315.888360
    12.6612    -21.814326    -15.880513     2.967350     2.966463   315.888360
    12.8501    -19.734341    -14.359010     2.688107     2.687224   315.888360
    13.0391    -17.858152    -12.997371     2.430833     2.429948   315.888360
    13.2281    -16.166195    -11.779216     2.193932     2.193047   315.888360
    13.4171    -14.639565    -10.688497     1.975976     1.975092   315.888360
    13.6060    -13.259263     -9.708725     1.775711     1.774827   315.888360
    13.7950    -12.012003     -8.829076     1.591905     1.591021   315.888360
    13.9840    -10.885363     -8.039371     1.423439     1.422554   315.888360
    14.1729     -9.863481     -7.325602     1.269382     1.268498   315.888360
    14.3619     -8.938976     -6.682315     1.128772     1.127889   315.888360
    14.5509     -8.103331     -6.102935     1.000640     0.999756   315.888360
    14.7399     -7.344891     -5.577242     0.884267     0.883383   315.888360
    14.9288     -6.659155     -5.102416     0.778811     0.777928   315.888360
    15.1178     -6.038844     -4.672592     0.683568     0.682684   315.888360
    15.3068     -5.475407     -4.280612     0.597839     0.596956   315.888360
    15.4958     -4.965710     -3.924753     0.520921     0.520036   315.888360
    15.6847     -4.507005     -3.603520     0.452184     0.451300   315.888360
    15.8737     -4.091053     -3.310040     0.390948     0.390065   315.888360
    16.0627     -3.715240     -3.042845     0.336640     0.335755   315.888360
    16.2516     -3.375914     -2.799505     0.288646     0.287763   315.888360
    16.4406     -3.068014     -2.576085     0.246406     0.245523   315.888360
    16.6296     -2.789846     -2.371952     0.209390     0.208504   315.888360
    16.8186     -2.539786     -2.186544     0.177063     0.176180   315.888360
    17.0075     -2.314100     -2.017062     0.148961     0.148076   315.888360
    17.1965     -2.107263     -1.858922     0.124612     0.123730   315.888360
    17.3855     -1.922962     -1.716582     0.103633     0.102748   315.888360
    17.5745     -1.759174     -1.588861     0.085599     0.084715   315.888360
    17.7634     -1.607273     -1.467787     0.070185     0.069301   315.888360
    17.9524     -1.471089     -1.357887     0.057043     0.056159   315.888360
    18.1414     -1.348975     -1.258066     0.045897     0.045012   315.888360
    18.3303     -1.234665     -1.162594     0.036478     0.035594   315.888360
    18.5193     -1.134363     -1.078171     0.028538     0.027654   315.888360
    18.7083     -1.040998     -0.998099     0.021891     0.021008   315.888360
    18.8973     -0.957780     -0.925985     0.016340     0.015454   315.888360
    19.0862     -0.879385     -0.856821     0.011724     0.010840   315.888360
    19.2752     -0.810477     -0.795553     0.007904     0.007019   315.888360
    19.4642     -0.749202     -0.740592     0.004747     0.003863   315.888360
    19.6532     -0.691220     -0.687806     0.002148     0.001266   315.888360
    19.8421     -0.636495     -0.637318     0.000030    -0.000854   315.888360
    20.0311     -0.588330     -0.592622    -0.001704    -0.002588   315.888360
    20.2201     -0.541987     -0.549097    -0.003113    -0.003997   315.888360
    20.4090     -0.503139     -0.512529    -0.004253    -0.005137   315.888360
    20.5980     -0.463485     -0.474709    -0.005170    -0.006054   315.888360
    20.7870     -0.427652     -0.440360    -0.005912    -0.006796   315.888360
    20.9760     -0.396849     -0.410740    -0.006503    -0.007388   315.888360
    21.1649     -0.366799     -0.381633    -0.006976    -0.007858   315.888360
    21.3539     -0.340332     -0.355916    -0.007350    -0.008234   315.888360
